,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
863,33,services,divorced,unknown,no,392,yes,no,cellular,15,jul,753,4,-1,0,unknown,no
864,44,entrepreneur,married,tertiary,no,1631,yes,no,cellular,17,nov,81,1,195,2,failure,no
865,25,management,single,tertiary,no,2506,no,no,cellular,17,feb,485,1,-1,0,unknown,yes
866,30,admin.,single,secondary,no,585,no,yes,cellular,2,feb,7,6,-1,0,unknown,no
867,27,technician,single,secondary,no,158,no,no,unknown,1,jul,650,2,-1,0,unknown,yes
868,26,services,single,secondary,no,397,no,no,cellular,29,jan,268,1,-1,0,unknown,no
869,32,technician,married,secondary,no,4790,yes,no,cellular,22,jul,314,2,-1,0,unknown,no
870,29,services,single,secondary,no,146,yes,no,unknown,19,may,104,2,-1,0,unknown,no
871,67,retired,divorced,tertiary,no,443,no,no,cellular,18,aug,441,1,-1,0,unknown,yes
872,34,blue-collar,married,primary,no,6718,no,no,cellular,13,jan,278,4,97,1,other,no
873,42,management,married,tertiary,no,0,no,no,cellular,13,aug,325,2,-1,0,unknown,no
874,53,admin.,single,secondary,no,291,no,no,unknown,23,jul,145,1,-1,0,unknown,no
875,52,management,married,tertiary,no,6,no,no,telephone,19,oct,57,1,-1,0,unknown,no
876,64,unemployed,divorced,secondary,no,588,no,no,cellular,8,mar,409,1,-1,0,unknown,yes
877,36,management,married,tertiary,no,96,no,no,cellular,30,jul,729,4,-1,0,unknown,yes
878,35,housemaid,single,secondary,no,1015,yes,no,unknown,5,jun,406,2,-1,0,unknown,yes
879,37,unemployed,married,tertiary,no,7620,no,no,telephone,23,feb,367,1,176,6,failure,yes
880,41,management,divorced,tertiary,no,107,yes,no,cellular,17,jul,122,17,-1,0,unknown,no
881,45,services,married,secondary,no,561,yes,no,unknown,29,may,340,7,-1,0,unknown,no
882,30,services,married,secondary,no,1808,yes,no,cellular,18,may,83,2,-1,0,unknown,no
883,29,management,married,tertiary,no,51,yes,no,cellular,17,jul,1319,5,-1,0,unknown,yes
884,43,technician,single,unknown,no,11115,no,no,cellular,23,oct,476,1,74,2,success,yes
885,35,technician,divorced,secondary,no,0,no,no,cellular,25,aug,124,4,-1,0,unknown,no
886,40,admin.,married,secondary,no,0,no,no,cellular,28,jul,496,2,182,11,success,yes
887,36,technician,married,secondary,no,3,no,no,cellular,20,aug,100,4,-1,0,unknown,no
888,57,retired,married,secondary,no,3738,yes,no,cellular,19,apr,220,1,367,7,success,no
889,41,technician,married,secondary,no,1819,no,no,cellular,22,sep,397,1,371,3,failure,yes
890,39,services,single,secondary,no,1048,yes,no,cellular,14,may,149,1,-1,0,unknown,no
891,37,blue-collar,married,unknown,no,1508,no,yes,unknown,6,jun,381,2,-1,0,unknown,yes
892,47,admin.,single,secondary,no,3696,no,no,cellular,12,jan,758,4,-1,0,unknown,yes
893,55,entrepreneur,married,secondary,no,113,yes,no,unknown,12,jun,186,1,-1,0,unknown,no
894,39,technician,married,secondary,no,1965,yes,no,unknown,2,jun,65,1,-1,0,unknown,no
895,45,self-employed,married,secondary,no,2278,no,no,unknown,17,nov,1735,2,-1,0,unknown,no
896,27,blue-collar,single,tertiary,no,567,no,no,cellular,25,nov,238,2,184,1,success,yes
897,42,blue-collar,married,primary,no,250,yes,no,unknown,4,jun,46,16,-1,0,unknown,no
898,43,blue-collar,married,secondary,no,953,yes,no,cellular,4,feb,765,2,-1,0,unknown,yes
899,45,technician,divorced,secondary,no,146,no,no,cellular,8,jul,216,1,-1,0,unknown,no
900,34,entrepreneur,married,secondary,no,223,no,yes,cellular,11,aug,103,6,-1,0,unknown,no
901,26,technician,single,secondary,no,-211,yes,no,unknown,23,may,164,3,-1,0,unknown,no
902,32,blue-collar,single,primary,no,121,yes,no,cellular,20,nov,758,1,-1,0,unknown,yes
903,28,admin.,single,secondary,no,460,yes,no,unknown,26,may,741,6,-1,0,unknown,yes
904,37,entrepreneur,married,primary,no,8,yes,yes,cellular,16,jul,46,1,-1,0,unknown,no
905,28,blue-collar,married,secondary,no,61,yes,no,cellular,4,may,226,2,319,1,success,yes
906,35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,failure,yes
907,42,unemployed,married,secondary,no,356,yes,no,cellular,7,may,787,3,356,2,failure,yes
908,36,technician,married,tertiary,no,376,no,no,cellular,16,sep,173,1,-1,0,unknown,yes
909,59,services,divorced,secondary,no,1,yes,no,cellular,28,jan,602,1,253,5,other,yes
910,57,services,married,primary,no,1728,yes,no,telephone,16,jul,164,1,-1,0,unknown,no
911,19,student,single,unknown,no,108,no,no,cellular,9,mar,273,2,182,1,success,yes
912,58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
913,56,services,married,secondary,no,530,yes,no,unknown,20,may,51,7,-1,0,unknown,no
914,40,services,single,secondary,no,65,yes,no,cellular,15,may,15,3,-1,0,unknown,no
915,18,student,single,unknown,no,108,no,no,cellular,10,aug,167,1,-1,0,unknown,yes
916,34,unemployed,married,secondary,no,978,no,no,cellular,24,mar,132,1,-1,0,unknown,yes
917,32,blue-collar,married,primary,no,0,yes,yes,cellular,8,may,82,2,361,4,failure,no
918,38,blue-collar,single,secondary,no,0,no,no,cellular,27,oct,297,1,75,3,failure,yes
919,60,retired,married,tertiary,no,0,no,no,cellular,25,aug,101,3,-1,0,unknown,no
920,34,admin.,married,secondary,no,247,no,no,cellular,8,oct,401,2,-1,0,unknown,yes
921,43,technician,married,tertiary,no,4333,yes,no,cellular,20,nov,1490,3,-1,0,unknown,yes
922,36,admin.,divorced,secondary,no,437,yes,no,cellular,14,may,722,2,344,1,success,yes
923,29,student,single,unknown,no,2929,no,no,cellular,11,aug,91,1,-1,0,unknown,no
924,56,blue-collar,married,secondary,no,1521,yes,yes,cellular,21,nov,19,2,179,3,other,no
925,55,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,94,2,success,yes
926,54,retired,married,primary,no,136,yes,no,cellular,3,apr,352,1,332,2,failure,no
927,50,blue-collar,married,primary,no,-522,yes,no,cellular,13,may,863,3,-1,0,unknown,yes
928,49,entrepreneur,married,tertiary,no,384,no,no,unknown,11,jun,64,1,-1,0,unknown,no
929,55,management,single,tertiary,no,797,no,no,cellular,29,jul,24,2,-1,0,unknown,no
930,28,services,single,secondary,no,341,yes,no,cellular,15,may,437,3,347,3,other,yes
931,23,technician,single,secondary,no,4,yes,no,cellular,8,may,763,1,-1,0,unknown,yes
932,49,technician,married,secondary,no,808,yes,no,cellular,28,jan,1232,1,-1,0,unknown,yes
933,30,admin.,married,secondary,no,39,yes,no,cellular,28,jul,101,3,-1,0,unknown,no
934,36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,other,yes
935,24,blue-collar,single,secondary,no,9883,no,no,cellular,8,jul,210,5,-1,0,unknown,yes
936,38,management,married,secondary,no,3840,yes,yes,cellular,17,nov,62,1,-1,0,unknown,no
937,56,management,single,tertiary,no,6507,yes,yes,cellular,29,jan,134,1,196,1,failure,no
938,58,admin.,married,secondary,no,169,no,no,cellular,16,nov,301,1,94,3,failure,yes
939,37,admin.,single,secondary,no,309,yes,no,cellular,15,may,58,3,-1,0,unknown,no
940,49,self-employed,married,secondary,no,-199,yes,yes,cellular,29,jan,385,1,-1,0,unknown,no
941,40,blue-collar,married,unknown,no,87,yes,no,cellular,13,may,477,3,-1,0,unknown,yes
942,30,blue-collar,divorced,primary,no,1,yes,no,unknown,6,jun,63,9,-1,0,unknown,no
943,35,blue-collar,married,secondary,no,1160,no,yes,telephone,19,nov,62,1,-1,0,unknown,no
944,44,technician,single,tertiary,no,2033,no,no,cellular,3,sep,444,1,99,1,failure,yes
945,46,management,married,tertiary,no,110,yes,yes,cellular,20,aug,243,5,-1,0,unknown,no
946,41,technician,single,secondary,no,30,no,no,unknown,23,may,1003,1,-1,0,unknown,no
947,41,admin.,married,tertiary,no,1536,no,no,cellular,7,aug,273,1,95,2,failure,yes
948,50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,failure,yes
949,37,technician,married,secondary,no,1610,no,no,unknown,16,jun,140,2,-1,0,unknown,no
950,24,services,married,secondary,no,4500,yes,no,cellular,11,may,733,2,-1,0,unknown,yes
951,40,blue-collar,married,secondary,no,1028,yes,yes,cellular,17,apr,319,1,-1,0,unknown,no
952,37,management,married,tertiary,no,1113,no,no,cellular,1,sep,265,2,183,2,success,yes
953,39,management,married,tertiary,no,756,yes,no,unknown,2,jun,268,1,-1,0,unknown,no
954,36,services,married,secondary,no,30,no,yes,cellular,8,jul,716,5,-1,0,unknown,yes
955,40,management,married,secondary,no,106,no,no,unknown,17,jun,676,2,-1,0,unknown,yes
956,52,unemployed,married,primary,no,959,no,no,telephone,30,jul,694,2,-1,0,unknown,yes
957,41,technician,married,tertiary,no,67,yes,no,cellular,19,nov,814,1,-1,0,unknown,yes
958,42,services,married,primary,no,473,yes,no,cellular,30,jan,54,1,-1,0,unknown,no
959,29,technician,single,tertiary,no,2178,no,no,cellular,22,oct,260,2,139,1,other,yes
960,31,student,single,tertiary,no,64,no,no,cellular,2,jun,261,2,-1,0,unknown,yes
961,35,management,single,tertiary,no,995,no,no,cellular,5,feb,39,1,-1,0,unknown,no
962,35,management,single,tertiary,no,2486,yes,no,cellular,25,may,265,1,-1,0,unknown,no
963,32,management,single,tertiary,no,131,no,no,unknown,3,jun,267,3,-1,0,unknown,no
964,44,blue-collar,divorced,secondary,no,579,yes,no,unknown,6,may,198,2,-1,0,unknown,no
965,35,admin.,married,secondary,no,898,yes,no,cellular,9,apr,214,1,-1,0,unknown,yes
966,52,services,divorced,primary,no,130,yes,no,unknown,29,may,103,2,-1,0,unknown,no
967,26,technician,married,tertiary,no,8,yes,yes,unknown,13,may,262,2,-1,0,unknown,no
968,31,blue-collar,married,primary,no,1127,yes,no,telephone,13,may,43,1,349,1,failure,no
969,27,admin.,married,secondary,no,897,no,no,cellular,5,jun,397,1,-1,0,unknown,yes
970,48,management,married,tertiary,no,2266,no,no,cellular,18,nov,676,1,-1,0,unknown,yes
971,25,management,married,tertiary,no,4461,no,no,cellular,11,mar,796,5,-1,0,unknown,yes
972,37,technician,single,tertiary,no,1609,no,yes,unknown,20,jun,10,19,-1,0,unknown,no
973,28,management,single,tertiary,no,150,yes,no,unknown,8,may,491,1,-1,0,unknown,no
974,37,management,married,tertiary,no,3737,no,no,cellular,7,jul,224,1,-1,0,unknown,yes
975,77,retired,married,secondary,no,4112,no,no,telephone,29,jul,426,1,184,3,success,yes
976,30,blue-collar,married,primary,no,5956,yes,yes,cellular,20,nov,405,1,139,1,failure,no
977,55,unemployed,divorced,secondary,no,387,yes,no,unknown,6,may,918,1,-1,0,unknown,yes
978,35,management,single,tertiary,no,18111,no,no,cellular,14,aug,172,4,-1,0,unknown,yes
979,40,technician,married,secondary,no,1716,yes,no,cellular,12,aug,226,8,-1,0,unknown,no
980,50,services,married,secondary,no,3169,no,no,cellular,13,aug,399,1,430,1,failure,yes
981,24,management,single,tertiary,no,2845,no,no,cellular,30,apr,779,2,-1,0,unknown,yes
982,42,technician,married,tertiary,no,921,no,no,cellular,5,aug,531,3,-1,0,unknown,yes
983,32,management,single,tertiary,no,0,yes,yes,cellular,17,nov,107,2,-1,0,unknown,no
984,53,management,married,tertiary,no,1624,no,no,cellular,6,aug,107,1,98,6,success,yes
985,43,technician,single,unknown,no,11115,no,no,cellular,23,apr,291,1,182,3,success,yes
986,26,blue-collar,single,secondary,no,-46,yes,no,unknown,20,jun,382,7,-1,0,unknown,yes
987,25,student,single,secondary,no,1747,yes,no,cellular,24,jul,903,1,-1,0,unknown,yes
988,54,admin.,married,secondary,no,1633,no,no,cellular,3,jul,409,2,-1,0,unknown,yes
989,52,services,married,unknown,no,482,yes,yes,cellular,28,jul,83,7,-1,0,unknown,no
990,53,blue-collar,married,secondary,no,136,yes,no,unknown,15,may,99,1,-1,0,unknown,no
991,30,technician,single,secondary,no,486,no,no,cellular,28,jan,335,3,-1,0,unknown,no
992,47,blue-collar,married,primary,no,2,yes,yes,cellular,20,nov,661,4,190,1,failure,no
993,36,management,single,secondary,no,0,no,no,cellular,13,aug,333,5,-1,0,unknown,no
994,40,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,1,-1,0,unknown,no
995,42,blue-collar,single,primary,no,1628,yes,no,cellular,25,jul,590,8,-1,0,unknown,yes
996,51,housemaid,married,primary,no,618,yes,yes,cellular,4,feb,69,1,-1,0,unknown,no
997,55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,761,1,-1,0,unknown,yes
998,55,technician,married,tertiary,no,-466,yes,no,cellular,15,may,901,1,-1,0,unknown,yes
999,30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670,2,286,6,failure,yes
1000,37,blue-collar,single,unknown,no,217,no,no,cellular,23,sep,272,2,-1,0,unknown,yes
1001,32,management,married,secondary,no,1477,yes,no,cellular,18,nov,111,1,-1,0,unknown,no
1002,51,blue-collar,married,secondary,no,518,yes,no,cellular,12,may,918,1,-1,0,unknown,yes
1003,36,admin.,married,secondary,no,162,yes,yes,cellular,20,apr,340,2,-1,0,unknown,no
1004,27,services,single,secondary,no,453,no,no,cellular,19,apr,142,2,-1,0,unknown,yes
1005,45,blue-collar,married,secondary,no,603,no,no,cellular,22,may,204,1,-1,0,unknown,no
1006,23,services,single,secondary,no,488,no,no,cellular,30,mar,236,1,92,2,other,yes
1007,33,admin.,single,secondary,no,598,yes,no,unknown,28,may,189,1,-1,0,unknown,no
1008,59,management,married,secondary,no,4412,no,no,cellular,2,nov,162,2,-1,0,unknown,yes
1009,71,retired,married,secondary,no,2064,no,no,cellular,9,nov,379,2,92,3,failure,no
1010,51,management,single,secondary,no,1610,yes,no,unknown,16,jun,1248,3,-1,0,unknown,yes
1011,34,blue-collar,married,primary,no,218,yes,yes,unknown,21,may,260,1,-1,0,unknown,no
1012,54,technician,divorced,secondary,no,859,no,yes,cellular,21,jul,710,1,-1,0,unknown,yes
1013,43,technician,married,secondary,no,0,no,no,cellular,19,aug,313,3,-1,0,unknown,no
1014,31,technician,single,secondary,no,846,no,no,cellular,26,may,405,3,205,2,failure,yes
1015,39,management,married,secondary,no,11835,yes,no,cellular,11,aug,744,2,-1,0,unknown,yes
1016,29,unknown,single,secondary,no,923,no,no,cellular,26,may,333,1,-1,0,unknown,no
1017,51,services,married,unknown,no,3413,no,no,cellular,27,aug,146,7,-1,0,unknown,no
1018,29,blue-collar,single,secondary,no,244,yes,no,cellular,15,may,19,2,-1,0,unknown,no
1019,44,management,married,primary,no,294,no,no,cellular,16,apr,165,3,-1,0,unknown,yes
1020,47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170,1,92,3,failure,yes
1021,40,technician,married,secondary,no,312,no,no,cellular,25,may,612,7,-1,0,unknown,yes
1022,31,management,single,tertiary,no,1308,no,no,cellular,22,aug,323,3,-1,0,unknown,no
1023,32,services,married,secondary,no,243,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
1024,50,blue-collar,divorced,primary,no,388,no,no,cellular,5,feb,701,1,-1,0,unknown,no
1025,32,blue-collar,single,secondary,no,1036,yes,yes,unknown,30,may,62,2,-1,0,unknown,no
1026,41,admin.,married,primary,no,-306,yes,no,unknown,15,may,500,1,-1,0,unknown,yes
1027,31,blue-collar,married,secondary,no,4471,yes,no,unknown,9,may,296,2,-1,0,unknown,no
1028,32,technician,single,secondary,no,10,no,no,cellular,19,aug,190,2,-1,0,unknown,no
1029,33,services,married,secondary,no,70,yes,no,cellular,21,jul,333,3,-1,0,unknown,no
1030,41,technician,married,secondary,no,4004,no,no,cellular,17,apr,314,2,-1,0,unknown,yes
1031,35,unemployed,single,tertiary,no,415,no,no,cellular,4,aug,462,1,92,4,success,yes
1032,59,technician,married,primary,no,3163,yes,no,unknown,29,may,240,2,-1,0,unknown,no
1033,43,management,married,unknown,no,5172,yes,no,unknown,29,may,57,3,-1,0,unknown,no
1034,26,management,single,tertiary,no,1646,no,no,cellular,18,sep,890,5,-1,0,unknown,yes
1035,67,management,married,tertiary,no,405,no,no,cellular,10,nov,344,2,95,2,success,yes
1036,31,management,single,secondary,no,453,yes,no,unknown,9,may,384,2,-1,0,unknown,no
1037,38,entrepreneur,married,tertiary,no,4,yes,no,cellular,16,jul,158,1,-1,0,unknown,no
1038,47,technician,married,secondary,no,2246,yes,no,cellular,10,jul,330,1,-1,0,unknown,no
1039,34,blue-collar,married,primary,no,1031,yes,no,unknown,29,may,751,3,-1,0,unknown,yes
1040,22,housemaid,single,secondary,no,1796,no,no,cellular,28,jun,369,3,-1,0,unknown,yes
1041,40,unemployed,single,tertiary,no,72,no,no,cellular,30,apr,463,1,-1,0,unknown,yes
1042,46,management,married,secondary,no,5559,no,no,unknown,17,jun,483,1,-1,0,unknown,no
1043,46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,336,2,183,2,success,yes
1044,37,technician,married,tertiary,no,549,no,no,cellular,2,mar,239,1,-1,0,unknown,yes
1045,35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,220,2,-1,0,unknown,no
1046,37,unemployed,single,tertiary,no,1316,yes,no,cellular,10,mar,350,2,112,3,failure,yes
1047,30,management,married,tertiary,no,7,yes,no,cellular,28,aug,173,1,164,4,other,yes
1048,30,management,single,tertiary,no,5561,yes,no,cellular,19,nov,511,1,-1,0,unknown,yes
1049,34,blue-collar,divorced,secondary,no,0,yes,no,cellular,5,may,150,1,-1,0,unknown,no
1050,38,management,single,tertiary,no,3646,yes,no,cellular,12,may,1710,2,286,1,other,yes
1051,33,technician,married,secondary,no,3071,yes,yes,cellular,21,jul,323,1,-1,0,unknown,no
1052,54,technician,divorced,secondary,no,83,yes,no,unknown,6,may,190,3,-1,0,unknown,no
1053,37,technician,married,tertiary,no,127,yes,no,cellular,25,aug,192,1,193,1,success,yes
1054,43,unemployed,divorced,secondary,no,1854,no,no,cellular,30,apr,323,1,-1,0,unknown,yes
1055,51,management,divorced,tertiary,no,1267,yes,no,unknown,30,may,254,2,-1,0,unknown,no
1056,34,management,single,tertiary,no,1228,no,no,cellular,5,feb,263,8,-1,0,unknown,yes
1057,31,technician,single,tertiary,no,1081,no,no,cellular,24,apr,202,5,261,2,failure,yes
1058,45,blue-collar,married,primary,yes,-443,yes,yes,cellular,20,apr,691,1,-1,0,unknown,yes
1059,54,unknown,married,unknown,no,895,no,no,cellular,7,oct,335,1,-1,0,unknown,yes
1060,41,blue-collar,married,unknown,no,732,yes,no,unknown,16,may,25,1,-1,0,unknown,no
1061,68,retired,married,secondary,no,1316,no,no,telephone,4,mar,92,5,-1,0,unknown,no
1062,31,technician,married,secondary,no,180,no,no,cellular,26,may,222,1,70,2,success,no
1063,36,management,married,tertiary,no,673,yes,no,cellular,16,jul,689,1,-1,0,unknown,yes
1064,29,blue-collar,married,secondary,no,5903,yes,no,unknown,8,may,194,1,-1,0,unknown,no
1065,35,management,married,tertiary,no,1471,yes,yes,cellular,13,aug,236,3,-1,0,unknown,no
1066,24,student,single,secondary,no,1925,no,no,cellular,11,aug,1363,1,-1,0,unknown,yes
1067,32,technician,married,secondary,no,901,yes,no,unknown,21,may,102,3,-1,0,unknown,no
1068,26,admin.,single,secondary,no,338,no,no,cellular,29,oct,209,1,188,2,unknown,yes
1069,32,technician,single,secondary,no,483,yes,yes,cellular,18,may,35,6,-1,0,unknown,no
1070,31,unemployed,married,tertiary,no,330,no,no,cellular,13,jul,309,1,181,3,success,yes
1071,38,unemployed,single,secondary,no,804,no,no,cellular,1,jun,1087,1,-1,0,unknown,yes
1072,45,unemployed,single,primary,no,8725,no,no,cellular,8,jul,286,2,-1,0,unknown,no
1073,38,blue-collar,married,primary,no,4592,yes,no,cellular,12,may,360,1,-1,0,unknown,no
1074,38,technician,married,secondary,no,1,yes,no,cellular,21,nov,57,5,199,1,success,no
1075,54,management,married,tertiary,no,1464,no,no,cellular,30,jun,157,1,-1,0,unknown,yes
1076,55,blue-collar,married,secondary,no,660,no,no,unknown,5,jun,348,1,-1,0,unknown,no
1077,37,management,single,tertiary,no,600,yes,no,cellular,17,nov,116,2,196,1,failure,no
1078,38,admin.,married,secondary,no,47,yes,yes,cellular,31,jul,50,11,-1,0,unknown,no
1079,38,blue-collar,married,primary,no,190,yes,no,telephone,19,nov,623,1,175,1,other,yes
1080,36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,347,2,success,yes
1081,38,technician,single,tertiary,no,221,no,no,cellular,20,aug,79,3,-1,0,unknown,no
1082,55,services,married,secondary,no,244,yes,no,cellular,8,may,171,1,-1,0,unknown,no
1083,30,management,single,tertiary,no,536,no,no,cellular,15,oct,244,1,105,1,success,yes
1084,35,admin.,single,secondary,no,303,no,no,cellular,24,sep,173,2,190,10,other,yes
